3.0,4.144763688080495
5.0,4.124253282016491
4.0,4.682787776653621
4.0,4.918747235609156
6.0,4.795083262634645
3.0,4.464064417755711
4.0,5.209028391586443
3.0,4.703269758351112
3.0,4.139422841785396
7.0,4.505842044548718
4.0,4.010461367392569
3.0,5.0562476283478315
5.0,4.582833772377627
3.0,4.899431264165736
3.0,4.649779015177032
7.0,4.767973609518777
3.0,4.4333277550962364
4.0,3.944022353324507
13.0,5.149555882644595
5.0,5.351034898972996
5.0,5.249537350416725
6.0,5.40547127719541
3.0,4.935177914780641
3.0,3.8691614795827527
3.0,4.988906510439656
3.0,4.709613583830487
4.0,4.334495675591977
3.0,4.086167145329922
3.0,4.331213012414594
3.0,3.472221978128512
3.0,4.589815191473269
3.0,5.178278373192882
5.0,5.357123650798585
3.0,4.578285487999073
16.0,4.671925697691487
6.0,4.299103167468518
11.0,5.1070659238578076
3.0,4.9677401899169045
8.0,4.934472671377201
3.0,4.008264893830228
5.0,5.1549200688449055
